Ano;CodOrgao;SiglaPPG;NomePPG;NivelCursoPG;NrMatriculados;NrTitulados
2021;416;PPGSCA;Programa de Pós-Graduação em Saúde da Criança e do Adolescente;Mestrado Acadêmico;88;27
2013;445;PGDR;Programa de Pós-Graduação em Desenvolvimento Rural;Doutorado;75;21
2010;1377;PPGSOLO;Programa de Pós-Graduação em Ciência do Solo;Mestrado Acadêmico;34;10
2015;575;PGGEO;Programa de Pós-Graduação em Geociências;Doutorado;135;8
2012;605;PPGNEURO;Programa de Pós-Graduação em Ciências Biológicas: Neurociências;Mestrado Acadêmico;37;12
2018;10081;PPGMNPEF;Mestrado Nacional Profissional em Ensino de Física;Mestrado Profissional;24;6
2021;9498;PPGCCONT;Programa de Pós-Graduação em Controladoria e Contabilidade - Mestrado Acadêmico;Mestrado Acadêmico;29;8
2012;692;PROPUR;Programa de Pós-Graduação em Planejamento Urbano e Regional;Mestrado Acadêmico;56;17
2018;601;PPGBOT;Programa de Pós-Graduação em Botânica;Mestrado Acadêmico;33;10
2021;653;PPGEDU;Programa de Pós-Graduação em Educação;Mestrado Acadêmico;134;37
2015;1374;PPGFITO;Programa de Pós-Graduação em Fitotecnia;Mestrado Acadêmico;57;17
2017;1313;PPGENF;Programa de Pós-Graduação em Enfermagem;Doutorado;80;23
2014;477;PPGFIL;Programa de Pós-Graduação em Filosofia;Mestrado Acadêmico;23;5
2020;706;PPGCC;Programa de Pós-Graduação em Computação;Mestrado Acadêmico;201;36
2012;427;PPGDIR;Programa de Pós-Graduação em Direito;Mestrado Acadêmico;148;51
2011;435;PPGMUS;Programa de Pós-Graduação em Música;Doutorado;34;4
2023;698;PPGCMH;Programa de Pós-Graduação em Ciências do Movimento Humano;Mestrado Acadêmico;124;58
2010;443;PPGA;Programa de Pós-Graduação em Administração;Mestrado Acadêmico;153;42
2017;2685;PPGCMED;Programa de Pós-Graduação em Ciências Médicas;Doutorado;119;28
2020;466;PPGVET;Programa de Pós-graduação em Ciências Veterinárias;Mestrado Acadêmico;102;33
2019;392;PPGEC;Programa de Pós-Graduação em Engenharia Civil;Doutorado;85;8
2010;444;PPGECO;Programa de Pós-Graduação em Economia;Doutorado;95;17
2022;706;PPGCC;Programa de Pós-Graduação em Computação;Doutorado;81;13
2010;1139;PPGCOMINF;Programa de Pós-Graduação em Comunicação e Informação;Doutorado;34;0
2014;2612;PPGENFIS;Programa de Pós-Graduação em Ensino de Física;Doutorado;17;1
2017;10420;PPGCI;Programa de Pós-Graduação em Engenharia Civil: Construção e Infraestrutura;Doutorado;47;0
2013;395;PPGRH;Programa de Pós-Graduação em Recursos Hídricos e Saneamento Ambiental;Doutorado;75;8
2012;2716;PGMICRO;Programa de Pós-Graduação em Microeletrônica;Doutorado;38;5
2022;1374;PPGFITO;Programa de Pós-Graduação em Fitotecnia;Mestrado Acadêmico;63;24
2023;418;PPGPSQ;Programa de Pós-Graduação em Psiquiatria e Ciências do Comportamento;Mestrado Acadêmico;35;8
2023;13301;PROF-Filo;Mestrado Profissional em Filosofia;Mestrado Profissional;9;0
2020;4212;PPGMAE;Programa de Pós-Graduação em Medicina Animal: Equinos;Doutorado;30;0
2021;3108;PPGAC;Programa de Pós-Graduação em Artes Cênicas;Doutorado;38;7
2022;3108;PPGAC;Programa de Pós-Graduação em Artes Cênicas;Mestrado Acadêmico;50;14
2018;1433;PGGEA;Programa de Pós-Graduação em Geografia;Mestrado Acadêmico;98;31
2021;10420;PPGCI;Programa de Pós-Graduação em Engenharia Civil: Construção e Infraestrutura;Mestrado Acadêmico;81;22
2012;2685;PPGCMED;Programa de Pós-Graduação em Ciências Médicas;Doutorado;153;24
2011;2685;PPGCMED;Programa de Pós-Graduação em Ciências Médicas;Doutorado;134;13
2010;653;PPGEDU;Programa de Pós-Graduação em Educação;Doutorado;295;6
2010;575;PGGEO;Programa de Pós-Graduação em Geociências;Doutorado;95;15
2023;10339;PPGMUSPA;Programa de Pós-Graduação em Museologia e Patrimônio;Mestrado Acadêmico;49;14
2017;5379;PPGASFAR;Programa de Pós-Graduação em Assistência Farmacêutica;Mestrado Acadêmico;30;11
2016;416;PPGSCA;Programa de Pós-Graduação em Saúde da Criança e do Adolescente;Mestrado Profissional;10;2
2021;5750;PPGENSAU;Programa de Pós-Graduação em Ensino na Saúde;Mestrado Profissional;59;24
2015;1248;PPGCIMAT;Programa de Pós-Graduação em Ciências dos Materiais;Doutorado;62;10
2022;476;PPGCP;Programa de Pós-Graduação em Ciência Política;Mestrado Acadêmico;57;13
2019;1216;PPGEQ;Programa de Pós-Graduação em Engenharia Química;Mestrado Acadêmico;133;24
2019;653;PPGEDU;Programa de Pós-Graduação em Educação;Doutorado;207;30
2020;602;PPGECOL;Programa de Pós-Graduação em Ecologia;Mestrado Acadêmico;40;9
2020;443;PPGA;Programa de Pós-Graduação em Administração;Doutorado;146;16
2022;392;PPGEC;Programa de Pós-Graduação em Engenharia Civil;Doutorado;104;14
2022;600;PPGBIOQ;Programa de Pós-Graduação em Ciências Biológicas: Bioquímica;Mestrado Acadêmico;67;23
2020;1433;PGGEA;Programa de Pós-Graduação em Geografia;Doutorado;109;9
2016;7586;PPGFARTP;Programa de Pós-Graduação em Ciências Biológicas: Farmacologia e Terapêutica;Mestrado Acadêmico;22;9
2017;478;PPGHIS;Programa de Pós-Graduação em História;Mestrado Acadêmico;97;29
2016;5332;PPGEEI;Programa de Pós-Graduação em Estudos Estratégicos Internacionais;Mestrado Acadêmico;40;13
2010;1287;PPGSR;Programa de Pós-Graduação em Sensoriamento Remoto;Doutorado;11;0
2020;7946;PPGCLIC;Programa de Pós-Graduação em Psicanálise: Clínica e Cultura;Mestrado Acadêmico;49;20
2019;2685;PPGCMED;Programa de Pós-Graduação em Ciências Médicas;Mestrado Acadêmico;79;35
2018;1074;PPGBIOAN;Programa de Pós-Graduação em Biologia Animal;Doutorado;52;7
2022;1313;PPGENF;Programa de Pós-Graduação em Enfermagem;Mestrado Acadêmico;67;23
2015;394;PPGEM;Programa de Pós-Graduação em Engenharia de Minas, Metalúrgica e de Materiais;Doutorado;369;25
2012;392;PPGEC;Programa de Pós-Graduação em Engenharia Civil;Mestrado Acadêmico;118;31
2020;605;PPGNEURO;Programa de Pós-Graduação em Ciências Biológicas: Neurociências;Doutorado;36;6
2020;1140;PPGEE;Programa de Pós-Graduação em Engenharia Elétrica;Mestrado Acadêmico;81;15
2011;691;PPGARQ;Programa de Pós-Graduação em Arquitetura;Mestrado Acadêmico;37;6
2015;2612;PPGENFIS;Programa de Pós-Graduação em Ensino de Física;Mestrado Acadêmico;12;2
2014;476;PPGCP;Programa de Pós-Graduação em Ciência Política;Mestrado Acadêmico;61;19
2020;1313;PPGENF;Programa de Pós-Graduação em Enfermagem;Mestrado Acadêmico;65;12
2012;1521;PPGBCM;Programa de Pós-Graduação em Biologia Celular e Molecular;Mestrado Acadêmico;80;19
2021;445;PGDR;Programa de Pós-Graduação em Desenvolvimento Rural;Mestrado Acadêmico;68;15
2022;575;PGGEO;Programa de Pós-Graduação em Geociências;Mestrado Acadêmico;117;21
2023;1376;PPGMAA;Programa de Pós-Graduação em Microbiologia Agrícola e do Ambiente;Mestrado Acadêmico;29;9
2023;6313;PPGCOL;Programa de Pós-Graduação em Saúde Coletiva;Mestrado Acadêmico;71;18
2013;414;PPGGAST;Programa de Pós-Graduação Ciências em Gastroenterologia e Hepatologia;Mestrado Acadêmico;26;4
2020;394;PPGEM;Programa de Pós-Graduação em Engenharia de Minas, Metalúrgica e de Materiais;Doutorado;384;43
2019;1377;PPGSOLO;Programa de Pós-Graduação em Ciência do Solo;Mestrado Acadêmico;30;6
2010;476;PPGCP;Programa de Pós-Graduação em Ciência Política;Doutorado;67;7
2011;603;PPGFISIO;Programa de Pós-Graduação em Ciências Biológicas: Fisiologia;Doutorado;51;10
2016;1313;PPGENF;Programa de Pós-Graduação em Enfermagem;Doutorado;84;17
2021;10420;PPGCI;Programa de Pós-Graduação em Engenharia Civil: Construção e Infraestrutura;Doutorado;108;5
2017;414;PPGGAST;Programa de Pós-Graduação Ciências em Gastroenterologia e Hepatologia;Mestrado Acadêmico;46;9
2023;691;PPGARQ;Programa de Pós-Graduação em Arquitetura;Mestrado Acadêmico;66;9
2016;8592;PPGPP;Programa de Pós-Graduação em Políticas Públicas;Mestrado Acadêmico;28;0
2017;395;PPGRH;Programa de Pós-Graduação em Recursos Hídricos e Saneamento Ambiental;Mestrado Acadêmico;76;13
2016;585;PPGQUI;Programa de Pós-Graduação em Química;Doutorado;128;20
2017;585;PPGQUI;Programa de Pós-Graduação em Química;Doutorado;125;23
2018;395;PPGRH;Programa de Pós-Graduação em Recursos Hídricos e Saneamento Ambiental;Doutorado;88;4
2021;604;PPGEN;Programa de Pós-Graduação em Genética e Biologia Molecular;Doutorado;106;16
2020;7483;PPGGO;Programa de Pós-Graduação em Ciências da Saúde: Ginecologia e Obstetrícia;Mestrado Acadêmico;59;10
2017;1139;PPGCOMINF;Programa de Pós-Graduação em Comunicação e Informação;Mestrado Acadêmico;71;19
2019;684;PPGLET;Programa de Pós-Graduação em Letras;Doutorado;254;40
2010;691;PPGARQ;Programa de Pós-Graduação em Arquitetura;Doutorado;28;4
2015;478;PPGHIS;Programa de Pós-Graduação em História;Mestrado Acadêmico;106;28
2012;376;PPGCF;Programa de Pós-Graduação em Ciências Farmacêuticas;Mestrado Acadêmico;84;18
2012;691;PPGARQ;Programa de Pós-Graduação em Arquitetura;Doutorado;30;3
2012;2789;PPGEMAT;Programa de Pós-Graduação em Ensino de Matemática;Mestrado Profissional;64;15
2010;401;PPGEP;Programa de Pós-Graduação em Engenharia de Produção;Mestrado Profissional;47;16
2021;10081;PPGMNPEF;Mestrado Nacional Profissional em Ensino de Física;Mestrado Profissional;18;5
2022;5730;PPGNANO;Programa de Pós-Graduação em Nanotecnologia Farmacêutica;Doutorado;2;1
2015;600;PPGBIOQ;Programa de Pós-Graduação em Ciências Biológicas: Bioquímica;Doutorado;123;21
2017;5332;PPGEEI;Programa de Pós-Graduação em Estudos Estratégicos Internacionais;Doutorado;75;8
2022;7483;PPGGO;Programa de Pós-Graduação em Ciências da Saúde: Ginecologia e Obstetrícia;Mestrado Acadêmico;70;22
2017;412;PPGCARD;Programa de Pós-Graduação em Ciências da Saúde: Cardiologia e Ciências Cardiovasculares;Mestrado Acadêmico;44;10
2019;435;PPGMUS;Programa de Pós-Graduação em Música;Doutorado;43;13
2011;1313;PPGENF;Programa de Pós-Graduação em Enfermagem;Doutorado;65;12
2015;7586;PPGFARTP;Programa de Pós-Graduação em Ciências Biológicas: Farmacologia e Terapêutica;Mestrado Acadêmico;17;0
2023;394;PPGEM;Programa de Pós-Graduação em Engenharia de Minas, Metalúrgica e de Materiais;Doutorado;308;31
2015;401;PPGEP;Programa de Pós-Graduação em Engenharia de Produção;Mestrado Acadêmico;73;16
2020;1638;MPENG;Programa de Pós-Graduação em Engenharia - Mestrado Profissionalizante;Mestrado Profissional;1;0
2020;1521;PPGBCM;Programa de Pós-Graduação em Biologia Celular e Molecular;Mestrado Acadêmico;45;13
2011;2613;PPGRELIN;Programa de Pós-Graduação em Relações Internacionais;Mestrado Acadêmico;22;6
2017;3108;PPGAC;Programa de Pós-Graduação em Artes Cênicas;Doutorado;42;0
2017;392;PPGEC;Programa de Pós-Graduação em Engenharia Civil;Mestrado Acadêmico;135;38
2017;9003;PPGPSSS;Programa de Pós-Graduação em Política Social e Serviço Social;Mestrado Acadêmico;28;0
2015;417;PPGPNEUM;Programa de Pós-Graduação em Ciências Pneumológicas;Mestrado Acadêmico;43;10
2015;603;PPGFISIO;Programa de Pós-Graduação em Ciências Biológicas: Fisiologia;Mestrado Acadêmico;32;8
2023;684;PPGLET;Programa de Pós-Graduação em Letras;Doutorado;268;35
2013;4212;PPGMAE;Programa de Pós-Graduação em Medicina Animal: Equinos;Doutorado;33;1
2016;2685;PPGCMED;Programa de Pós-Graduação em Ciências Médicas;Doutorado;129;21
2010;1374;PPGFITO;Programa de Pós-Graduação em Fitotecnia;Mestrado Acadêmico;62;10
2015;437;PPGAV;Programa de Pós-Graduação em Artes Visuais;Mestrado Acadêmico;43;13
2013;480;PPGSOC;Programa de Pós-Graduação em Sociologia;Mestrado Acadêmico;67;16
2019;644;PPGMATPU;Programa de Pós-Graduação em Matemática Pura;Mestrado Acadêmico;20;5
2018;600;PPGBIOQ;Programa de Pós-Graduação em Ciências Biológicas: Bioquímica;Mestrado Acadêmico;48;15
2014;466;PPGVET;Programa de Pós-graduação em Ciências Veterinárias;Doutorado;97;20
2015;1859;PPGCTA;Programa de Pós-Graduação em Ciência e Tecnologia de Alimentos;Doutorado;42;5
2021;412;PPGCARD;Programa de Pós-Graduação em Ciências da Saúde: Cardiologia e Ciências Cardiovasculares;Doutorado;79;11
2021;1552;PPGPSISI;Programa de Pós-Graduação em Psicologia Social e Institucional;Doutorado;84;7
2014;392;PPGEC;Programa de Pós-Graduação em Engenharia Civil;Mestrado Acadêmico;121;29
2010;1536;PPGAGRON;Programa de Pós-Graduação em Agronegócios;Doutorado;28;4
2021;1521;PPGBCM;Programa de Pós-Graduação em Biologia Celular e Molecular;Doutorado;59;8
2016;605;PPGNEURO;Programa de Pós-Graduação em Ciências Biológicas: Neurociências;Mestrado Acadêmico;28;7
2014;637;PPGFIS;Programa de Pós-Graduação em Física;Mestrado Acadêmico;39;11
2013;1376;PPGMAA;Programa de Pós-Graduação em Microbiologia Agrícola e do Ambiente;Doutorado;40;5
2021;477;PPGFIL;Programa de Pós-Graduação em Filosofia;Mestrado Acadêmico;38;4
2016;2685;PPGCMED;Programa de Pós-Graduação em Ciências Médicas;Mestrado Acadêmico;93;36
2013;698;PPGCMH;Programa de Pós-Graduação em Ciências do Movimento Humano;Doutorado;74;12
2021;7999;PROFHIST;Programa de Pós-Graduação em Ensino de História;Mestrado Profissional;69;11
2018;417;PPGPNEUM;Programa de Pós-Graduação em Ciências Pneumológicas;Mestrado Acadêmico;58;17
2011;602;PPGECOL;Programa de Pós-Graduação em Ecologia;Mestrado Acadêmico;42;12
2021;443;PPGA;Programa de Pós-Graduação em Administração;Doutorado;157;18
2019;1074;PPGBIOAN;Programa de Pós-Graduação em Biologia Animal;Doutorado;49;13
2014;575;PGGEO;Programa de Pós-Graduação em Geociências;Doutorado;138;13
2022;1275;PPGODONT;Programa de Pós-Graduação em Odontologia;Mestrado Acadêmico;149;43
2020;478;PPGHIS;Programa de Pós-Graduação em História;Mestrado Acadêmico;97;29
2016;445;PGDR;Programa de Pós-Graduação em Desenvolvimento Rural;Doutorado;77;13
2022;585;PPGQUI;Programa de Pós-Graduação em Química;Mestrado Acadêmico;75;8
2012;1074;PPGBIOAN;Programa de Pós-Graduação em Biologia Animal;Doutorado;48;6
2020;412;PPGCARD;Programa de Pós-Graduação em Ciências da Saúde: Cardiologia e Ciências Cardiovasculares;Mestrado Acadêmico;38;14
2014;1223;PPGIE;Programa de Pós-Graduação em Informática na Educação;Doutorado;111;9
2023;1216;PPGEQ;Programa de Pós-Graduação em Engenharia Química;Doutorado;82;9
2021;9086;PPGAOA;Programa de Pós-Graduação em Alimentos de Origem Animal - Mestrado Profissionalizante;Mestrado Profissional;39;2
2010;416;PPGSCA;Programa de Pós-Graduação em Saúde da Criança e do Adolescente;Mestrado Acadêmico;68;16
2020;5332;PPGEEI;Programa de Pós-Graduação em Estudos Estratégicos Internacionais;Doutorado;71;13
2011;444;PPGECO;Programa de Pós-Graduação em Economia;Doutorado;96;19
2019;692;PROPUR;Programa de Pós-Graduação em Planejamento Urbano e Regional;Doutorado;55;5
2017;1074;PPGBIOAN;Programa de Pós-Graduação em Biologia Animal;Mestrado Acadêmico;66;20
2018;437;PPGAV;Programa de Pós-Graduação em Artes Visuais;Doutorado;59;11
2022;10420;PPGCI;Programa de Pós-Graduação em Engenharia Civil: Construção e Infraestrutura;Mestrado Acadêmico;79;13
2012;395;PPGRH;Programa de Pós-Graduação em Recursos Hídricos e Saneamento Ambiental;Mestrado Acadêmico;63;13
2011;3108;PPGAC;Programa de Pós-Graduação em Artes Cênicas;Mestrado Acadêmico;30;7
2023;443;PPGA;Programa de Pós-Graduação em Administração;Doutorado;120;22
2017;435;PPGMUS;Programa de Pós-Graduação em Música;Mestrado Acadêmico;41;15
2014;698;PPGCMH;Programa de Pós-Graduação em Ciências do Movimento Humano;Mestrado Acadêmico;126;43
2017;684;PPGLET;Programa de Pós-Graduação em Letras;Mestrado Acadêmico;171;47
2023;3108;PPGAC;Programa de Pós-Graduação em Artes Cênicas;Doutorado;43;8
2019;11430;PPGCOM;Programa de Pós-Graduação em Comunicação;Mestrado Acadêmico;17;0
2021;684;PPGLET;Programa de Pós-Graduação em Letras;Doutorado;275;46
2020;9498;PPGCCONT;Programa de Pós-Graduação em Controladoria e Contabilidade - Mestrado Acadêmico;Mestrado Acadêmico;28;8
2022;443;PPGA;Programa de Pós-Graduação em Administração;Mestrado Acadêmico;100;25
2020;3646;PPGECIES;Programa de Pós-Graduação Educação em Ciências: Química da Vida e Saúde - Associação de IES;Doutorado;183;28
2012;401;PPGEP;Programa de Pós-Graduação em Engenharia de Produção;Mestrado Acadêmico;60;12
2019;706;PPGCC;Programa de Pós-Graduação em Computação;Doutorado;103;21
2016;2716;PGMICRO;Programa de Pós-Graduação em Microeletrônica;Doutorado;43;7
2015;601;PPGBOT;Programa de Pós-Graduação em Botânica;Doutorado;55;7
2015;477;PPGFIL;Programa de Pós-Graduação em Filosofia;Mestrado Acadêmico;27;7
2020;10081;PPGMNPEF;Mestrado Nacional Profissional em Ensino de Física;Mestrado Profissional;25;6
2012;1552;PPGPSISI;Programa de Pós-Graduação em Psicologia Social e Institucional;Doutorado;42;0
2022;3151;PGDESIGN;Programa de Pós-Graduação em Design;Mestrado Acadêmico;51;17
2020;684;PPGLET;Programa de Pós-Graduação em Letras;Mestrado Acadêmico;236;21
2013;1521;PPGBCM;Programa de Pós-Graduação em Biologia Celular e Molecular;Mestrado Acadêmico;81;32
2018;479;PPGPSI;Programa de Pós-Graduação em Psicologia;Doutorado;92;19
2023;1536;PPGAGRON;Programa de Pós-Graduação em Agronegócios;Doutorado;68;18
2014;585;PPGQUI;Programa de Pós-Graduação em Química;Doutorado;130;28
2015;1536;PPGAGRON;Programa de Pós-Graduação em Agronegócios;Mestrado Acadêmico;31;10
2023;3646;PPGECIES;Programa de Pós-Graduação Educação em Ciências: Química da Vida e Saúde - Associação de IES;Doutorado;191;32
2020;479;PPGPSI;Programa de Pós-Graduação em Psicologia;Doutorado;89;12
2010;1375;PPGZOOT;Programa de Pós-Graduação em Zootecnia;Doutorado;57;13
2020;5730;PPGNANO;Programa de Pós-Graduação em Nanotecnologia Farmacêutica;Doutorado;3;0
2020;10420;PPGCI;Programa de Pós-Graduação em Engenharia Civil: Construção e Infraestrutura;Doutorado;92;5
2016;604;PPGEN;Programa de Pós-Graduação em Genética e Biologia Molecular;Mestrado Acadêmico;51;14
2020;1374;PPGFITO;Programa de Pós-Graduação em Fitotecnia;Mestrado Acadêmico;63;20
2015;601;PPGBOT;Programa de Pós-Graduação em Botânica;Mestrado Acadêmico;30;11
2011;1222;PPGENDO;Programa de Pós-Graduação em Ciências Médicas: Endocrinologia;Doutorado;32;4
2022;395;PPGRH;Programa de Pós-Graduação em Recursos Hídricos e Saneamento Ambiental;Doutorado;107;22
2017;444;PPGECO;Programa de Pós-Graduação em Economia;Mestrado Profissional;61;20
2016;698;PPGCMH;Programa de Pós-Graduação em Ciências do Movimento Humano;Mestrado Acadêmico;115;34
2023;478;PPGHIS;Programa de Pós-Graduação em História;Doutorado;130;23
2022;10775;PPGSCID;Programa de Pós-Graduação em Segurança Cidadã;Mestrado Profissional;17;0
2013;479;PPGPSI;Programa de Pós-Graduação em Psicologia;Mestrado Acadêmico;65;22
