Ano;CodOrgao;SiglaPPG;NomePPG;NivelCursoPG;NrMatriculados;NrTitulados
2010;1139;PPGCOMINF;Programa de Pós-Graduação em Comunicação e Informação;Mestrado Acadêmico;56;18
2018;7586;PPGFARTP;Programa de Pós-Graduação em Ciências Biológicas: Farmacologia e Terapêutica;Doutorado;23;4
2014;1275;PPGODONT;Programa de Pós-Graduação em Odontologia;Mestrado Acadêmico;54;2
2012;4212;PPGMAE;Programa de Pós-Graduação em Medicina Animal: Equinos;Mestrado Acadêmico;31;9
2012;480;PPGSOC;Programa de Pós-Graduação em Sociologia;Mestrado Acadêmico;65;18
2023;575;PGGEO;Programa de Pós-Graduação em Geociências;Mestrado Acadêmico;129;43
2013;585;PPGQUI;Programa de Pós-Graduação em Química;Mestrado Acadêmico;87;21
2019;1139;PPGCOMINF;Programa de Pós-Graduação em Comunicação e Informação;Mestrado Acadêmico;39;23
2022;7946;PPGCLIC;Programa de Pós-Graduação em Psicanálise: Clínica e Cultura;Mestrado Acadêmico;67;20
2015;1638;MPENG;Programa de Pós-Graduação em Engenharia - Mestrado Profissionalizante;Mestrado Profissional;1;0
2022;435;PPGMUS;Programa de Pós-Graduação em Música;Doutorado;54;7
2021;2612;PPGENFIS;Programa de Pós-Graduação em Ensino de Física;Mestrado Acadêmico;29;7
2020;5332;PPGEEI;Programa de Pós-Graduação em Estudos Estratégicos Internacionais;Mestrado Acadêmico;39;9
2020;480;PPGSOC;Programa de Pós-Graduação em Sociologia;Mestrado Acadêmico;60;14
2010;600;PPGBIOQ;Programa de Pós-Graduação em Ciências Biológicas: Bioquímica;Doutorado;102;20
2022;5332;PPGEEI;Programa de Pós-Graduação em Estudos Estratégicos Internacionais;Doutorado;45;8
2010;1493;PPGEPIDE;Programa de Pós-Graduação em Epidemiologia;Doutorado;50;4
2018;692;PROPUR;Programa de Pós-Graduação em Planejamento Urbano e Regional;Mestrado Acadêmico;71;21
2013;418;PPGPSQ;Programa de Pós-Graduação em Psiquiatria e Ciências do Comportamento;Mestrado Acadêmico;44;13
2022;1433;PGGEA;Programa de Pós-Graduação em Geografia;Mestrado Acadêmico;79;16
2021;412;PPGCARD;Programa de Pós-Graduação em Ciências da Saúde: Cardiologia e Ciências Cardiovasculares;Mestrado Acadêmico;48;6
2018;706;PPGCC;Programa de Pós-Graduação em Computação;Doutorado;109;23
2021;698;PPGCMH;Programa de Pós-Graduação em Ciências do Movimento Humano;Doutorado;126;21
2012;479;PPGPSI;Programa de Pós-Graduação em Psicologia;Doutorado;100;18
2017;604;PPGEN;Programa de Pós-Graduação em Genética e Biologia Molecular;Doutorado;114;12
2011;445;PGDR;Programa de Pós-Graduação em Desenvolvimento Rural;Mestrado Acadêmico;51;18
2016;3646;PPGECIES;Programa de Pós-Graduação Educação em Ciências: Química da Vida e Saúde - Associação de IES;Mestrado Acadêmico;100;39
2023;393;PROMEC;Programa de Pós-Graduação em Engenharia Mecânica;Doutorado;85;10
2019;478;PPGHIS;Programa de Pós-Graduação em História;Doutorado;123;18
2018;1377;PPGSOLO;Programa de Pós-Graduação em Ciência do Solo;Mestrado Acadêmico;22;3
2011;1375;PPGZOOT;Programa de Pós-Graduação em Zootecnia;Mestrado Acadêmico;61;13
2016;602;PPGECOL;Programa de Pós-Graduação em Ecologia;Mestrado Acadêmico;58;19
2020;1222;PPGENDO;Programa de Pós-Graduação em Ciências Médicas: Endocrinologia;Doutorado;65;8
2022;478;PPGHIS;Programa de Pós-Graduação em História;Doutorado;124;10
2012;376;PPGCF;Programa de Pós-Graduação em Ciências Farmacêuticas;Doutorado;114;19
2016;637;PPGFIS;Programa de Pós-Graduação em Física;Mestrado Acadêmico;35;11
2022;414;PPGGAST;Programa de Pós-Graduação Ciências em Gastroenterologia e Hepatologia;Mestrado Acadêmico;16;4
2014;393;PROMEC;Programa de Pós-Graduação em Engenharia Mecânica;Doutorado;80;14
2015;637;PPGFIS;Programa de Pós-Graduação em Física;Doutorado;112;18
2021;437;PPGAV;Programa de Pós-Graduação em Artes Visuais;Mestrado Acadêmico;95;29
2016;6313;PPGCOL;Programa de Pós-Graduação em Saúde Coletiva;Mestrado Acadêmico;121;30
2019;1536;PPGAGRON;Programa de Pós-Graduação em Agronegócios;Mestrado Acadêmico;37;10
2016;1552;PPGPSISI;Programa de Pós-Graduação em Psicologia Social e Institucional;Doutorado;59;9
2011;3646;PPGECIES;Programa de Pós-Graduação Educação em Ciências: Química da Vida e Saúde - Associação de IES;Mestrado Acadêmico;29;9
2017;443;PPGA;Programa de Pós-Graduação em Administração;Doutorado;137;22
2011;414;PPGGAST;Programa de Pós-Graduação Ciências em Gastroenterologia e Hepatologia;Doutorado;19;0
2022;2789;PPGEMAT;Programa de Pós-Graduação em Ensino de Matemática;Mestrado Profissional;4;0
2012;1493;PPGEPIDE;Programa de Pós-Graduação em Epidemiologia;Doutorado;62;11
2015;602;PPGECOL;Programa de Pós-Graduação em Ecologia;Mestrado Acadêmico;48;10
2015;644;PPGMATPU;Programa de Pós-Graduação em Matemática Pura;Doutorado;29;9
2011;1223;PPGIE;Programa de Pós-Graduação em Informática na Educação;Doutorado;83;21
2016;1377;PPGSOLO;Programa de Pós-Graduação em Ciência do Solo;Mestrado Acadêmico;32;17
2013;6313;PPGCOL;Programa de Pós-Graduação em Saúde Coletiva;Mestrado Acadêmico;51;0
2023;10775;PPGSCID;Programa de Pós-Graduação em Segurança Cidadã;Mestrado Profissional;36;0
2022;10402;PPGANS;Programa de Pós-Graduação em Alimentação, Nutrição e Saúde;Mestrado Acadêmico;45;8
2023;603;PPGFISIO;Programa de Pós-Graduação em Ciências Biológicas: Fisiologia;Mestrado Acadêmico;26;8
2020;392;PPGEC;Programa de Pós-Graduação em Engenharia Civil;Mestrado Acadêmico;133;37
2013;444;PPGECO;Programa de Pós-Graduação em Economia;Doutorado;88;14
2013;412;PPGCARD;Programa de Pós-Graduação em Ciências da Saúde: Cardiologia e Ciências Cardiovasculares;Doutorado;55;14
2020;653;PPGEDU;Programa de Pós-Graduação em Educação;Doutorado;222;22
2011;1493;PPGEPIDE;Programa de Pós-Graduação em Epidemiologia;Mestrado Profissional;63;15
2019;604;PPGEN;Programa de Pós-Graduação em Genética e Biologia Molecular;Doutorado;115;21
2018;1139;PPGCOMINF;Programa de Pós-Graduação em Comunicação e Informação;Doutorado;91;16
2015;1433;PGGEA;Programa de Pós-Graduação em Geografia;Mestrado Acadêmico;98;30
2020;1377;PPGSOLO;Programa de Pós-Graduação em Ciência do Solo;Doutorado;51;11
2021;1377;PPGSOLO;Programa de Pós-Graduação em Ciência do Solo;Doutorado;54;8
2016;637;PPGFIS;Programa de Pós-Graduação em Física;Doutorado;101;25
2012;475;PPGANT;Programa de Pós-Graduação em Antropologia Social;Mestrado Acadêmico;54;3
2021;435;PPGMUS;Programa de Pós-Graduação em Música;Doutorado;50;1
2023;466;PPGVET;Programa de Pós-graduação em Ciências Veterinárias;Mestrado Acadêmico;93;28
2011;1074;PPGBIOAN;Programa de Pós-Graduação em Biologia Animal;Mestrado Acadêmico;56;13
2011;684;PPGLET;Programa de Pós-Graduação em Letras;Doutorado;176;31
2017;1275;PPGODONT;Programa de Pós-Graduação em Odontologia;Doutorado;148;26
2017;692;PROPUR;Programa de Pós-Graduação em Planejamento Urbano e Regional;Doutorado;56;5
2019;605;PPGNEURO;Programa de Pós-Graduação em Ciências Biológicas: Neurociências;Mestrado Acadêmico;31;9
2015;1074;PPGBIOAN;Programa de Pós-Graduação em Biologia Animal;Mestrado Acadêmico;51;16
2018;2789;PPGEMAT;Programa de Pós-Graduação em Ensino de Matemática;Mestrado Profissional;29;2
2020;2612;PPGENFIS;Programa de Pós-Graduação em Ensino de Física;Doutorado;24;2
2019;9003;PPGPSSS;Programa de Pós-Graduação em Política Social e Serviço Social;Mestrado Acadêmico;48;15
2017;444;PPGECO;Programa de Pós-Graduação em Economia;Mestrado Acadêmico;85;18
2021;3108;PPGAC;Programa de Pós-Graduação em Artes Cênicas;Mestrado Acadêmico;46;10
2020;1248;PPGCIMAT;Programa de Pós-Graduação em Ciências dos Materiais;Mestrado Acadêmico;31;2
2022;435;PPGMUS;Programa de Pós-Graduação em Música;Mestrado Acadêmico;49;14
2014;1859;PPGCTA;Programa de Pós-Graduação em Ciência e Tecnologia de Alimentos;Doutorado;34;0
2014;412;PPGCARD;Programa de Pós-Graduação em Ciências da Saúde: Cardiologia e Ciências Cardiovasculares;Mestrado Acadêmico;35;12
2021;475;PPGANT;Programa de Pós-Graduação em Antropologia Social;Doutorado;78;11
2022;11430;PPGCOM;Programa de Pós-Graduação em Comunicação;Mestrado Acadêmico;56;14
2013;5379;PPGASFAR;Programa de Pós-Graduação em Assistência Farmacêutica;Mestrado Acadêmico;32;3
2018;476;PPGCP;Programa de Pós-Graduação em Ciência Política;Mestrado Acadêmico;42;15
2020;603;PPGFISIO;Programa de Pós-Graduação em Ciências Biológicas: Fisiologia;Mestrado Acadêmico;39;15
2013;417;PPGPNEUM;Programa de Pós-Graduação em Ciências Pneumológicas;Doutorado;46;9
2022;1859;PPGCTA;Programa de Pós-Graduação em Ciência e Tecnologia de Alimentos;Doutorado;55;4
2015;2716;PGMICRO;Programa de Pós-Graduação em Microeletrônica;Doutorado;47;9
2017;684;PPGLET;Programa de Pós-Graduação em Letras;Doutorado;233;41
2017;1493;PPGEPIDE;Programa de Pós-Graduação em Epidemiologia;Doutorado;67;8
2023;9003;PPGPSSS;Programa de Pós-Graduação em Política Social e Serviço Social;Mestrado Acadêmico;51;13
2012;412;PPGCARD;Programa de Pós-Graduação em Ciências da Saúde: Cardiologia e Ciências Cardiovasculares;Mestrado Acadêmico;43;18
2022;684;PPGLET;Programa de Pós-Graduação em Letras;Mestrado Acadêmico;273;62
2015;604;PPGEN;Programa de Pós-Graduação em Genética e Biologia Molecular;Doutorado;107;20
2017;9498;PPGCCONT;Programa de Pós-Graduação em Controladoria e Contabilidade - Mestrado Acadêmico;Mestrado Acadêmico;19;0
2018;392;PPGEC;Programa de Pós-Graduação em Engenharia Civil;Doutorado;68;8
2017;698;PPGCMH;Programa de Pós-Graduação em Ciências do Movimento Humano;Mestrado Acadêmico;118;39
2017;1433;PGGEA;Programa de Pós-Graduação em Geografia;Mestrado Acadêmico;96;31
2017;692;PROPUR;Programa de Pós-Graduação em Planejamento Urbano e Regional;Mestrado Acadêmico;65;16
2012;4212;PPGMAE;Programa de Pós-Graduação em Medicina Animal: Equinos;Doutorado;18;0
2015;443;PPGA;Programa de Pós-Graduação em Administração;Mestrado Acadêmico;138;37
2014;601;PPGBOT;Programa de Pós-Graduação em Botânica;Doutorado;58;16
2020;11584;PPGESTATISTICA;Programa de Pós-Graduação em Estatística;Mestrado Acadêmico;17;0
2020;394;PPGEM;Programa de Pós-Graduação em Engenharia de Minas, Metalúrgica e de Materiais;Mestrado Acadêmico;514;67
2020;1287;PPGSR;Programa de Pós-Graduação em Sensoriamento Remoto;Mestrado Acadêmico;42;11
2022;8592;PPGPP;Programa de Pós-Graduação em Políticas Públicas;Mestrado Acadêmico;43;6
2019;585;PPGQUI;Programa de Pós-Graduação em Química;Doutorado;117;22
2011;478;PPGHIS;Programa de Pós-Graduação em História;Mestrado Acadêmico;84;20
2019;444;PPGECO;Programa de Pós-Graduação em Economia;Mestrado Profissional;27;9
2019;2612;PPGENFIS;Programa de Pós-Graduação em Ensino de Física;Mestrado Acadêmico;21;4
2022;477;PPGFIL;Programa de Pós-Graduação em Filosofia;Doutorado;57;7
2011;575;PGGEO;Programa de Pós-Graduação em Geociências;Doutorado;107;13
2022;9086;PPGAOA;Programa de Pós-Graduação em Alimentos de Origem Animal - Mestrado Profissionalizante;Mestrado Profissional;51;13
2015;2789;PPGEMAT;Programa de Pós-Graduação em Ensino de Matemática;Mestrado Profissional;51;14
2019;466;PPGVET;Programa de Pós-graduação em Ciências Veterinárias;Mestrado Acadêmico;106;35
2010;644;PPGMATPU;Programa de Pós-Graduação em Matemática Pura;Mestrado Acadêmico;35;14
2019;466;PPGVET;Programa de Pós-graduação em Ciências Veterinárias;Doutorado;108;25
2021;585;PPGQUI;Programa de Pós-Graduação em Química;Doutorado;99;9
2022;1375;PPGZOOT;Programa de Pós-Graduação em Zootecnia;Mestrado Acadêmico;64;17
2022;1536;PPGAGRON;Programa de Pós-Graduação em Agronegócios;Mestrado Acadêmico;37;13
2020;445;PGDR;Programa de Pós-Graduação em Desenvolvimento Rural;Mestrado Acadêmico;67;16
2021;1859;PPGCTA;Programa de Pós-Graduação em Ciência e Tecnologia de Alimentos;Doutorado;57;8
2015;480;PPGSOC;Programa de Pós-Graduação em Sociologia;Doutorado;92;9
2015;476;PPGCP;Programa de Pós-Graduação em Ciência Política;Doutorado;127;29
2022;1216;PPGEQ;Programa de Pós-Graduação em Engenharia Química;Mestrado Acadêmico;129;14
2014;3151;PGDESIGN;Programa de Pós-Graduação em Design;Doutorado;56;0
2012;401;PPGEP;Programa de Pós-Graduação em Engenharia de Produção;Doutorado;69;8
2012;466;PPGVET;Programa de Pós-graduação em Ciências Veterinárias;Doutorado;97;14
2016;475;PPGANT;Programa de Pós-Graduação em Antropologia Social;Doutorado;72;10
2010;706;PPGCC;Programa de Pós-Graduação em Computação;Mestrado Acadêmico;194;37
2010;604;PPGEN;Programa de Pós-Graduação em Genética e Biologia Molecular;Mestrado Acadêmico;71;2
2015;416;PPGSCA;Programa de Pós-Graduação em Saúde da Criança e do Adolescente;Mestrado Acadêmico;61;14
2020;585;PPGQUI;Programa de Pós-Graduação em Química;Doutorado;102;15
2020;437;PPGAV;Programa de Pós-Graduação em Artes Visuais;Doutorado;74;5
2016;392;PPGEC;Programa de Pós-Graduação em Engenharia Civil;Mestrado Acadêmico;120;31
2021;401;PPGEP;Programa de Pós-Graduação em Engenharia de Produção;Doutorado;79;8
2014;602;PPGECOL;Programa de Pós-Graduação em Ecologia;Mestrado Acadêmico;47;17
2022;10628;PROFQUI;Programa de Pós-Graduação do Mestrado Profissional em Química em Rede Nacional;Mestrado Profissional;25;4
2019;414;PPGGAST;Programa de Pós-Graduação Ciências em Gastroenterologia e Hepatologia;Mestrado Acadêmico;28;11
2022;466;PPGVET;Programa de Pós-graduação em Ciências Veterinárias;Mestrado Acadêmico;98;31
2022;412;PPGCARD;Programa de Pós-Graduação em Ciências da Saúde: Cardiologia e Ciências Cardiovasculares;Mestrado Acadêmico;63;9
2010;376;PPGCF;Programa de Pós-Graduação em Ciências Farmacêuticas;Mestrado Profissional;4;1
2019;10420;PPGCI;Programa de Pós-Graduação em Engenharia Civil: Construção e Infraestrutura;Mestrado Acadêmico;80;20
2021;1521;PPGBCM;Programa de Pós-Graduação em Biologia Celular e Molecular;Mestrado Acadêmico;46;11
2019;1521;PPGBCM;Programa de Pós-Graduação em Biologia Celular e Molecular;Mestrado Acadêmico;46;16
2023;1313;PPGENF;Programa de Pós-Graduação em Enfermagem;Doutorado;84;16
2011;585;PPGQUI;Programa de Pós-Graduação em Química;Mestrado Profissional;10;1
2018;401;PPGEP;Programa de Pós-Graduação em Engenharia de Produção;Mestrado Profissional;88;12
2019;416;PPGSCA;Programa de Pós-Graduação em Saúde da Criança e do Adolescente;Mestrado Profissional;2;1
2015;1376;PPGMAA;Programa de Pós-Graduação em Microbiologia Agrícola e do Ambiente;Mestrado Acadêmico;66;18
2022;1376;PPGMAA;Programa de Pós-Graduação em Microbiologia Agrícola e do Ambiente;Doutorado;27;7
2017;420;PPGC;Programa de Pós-Graduação em Medicina: Ciências Cirúrgicas;Mestrado Acadêmico;82;16
2023;401;PPGEP;Programa de Pós-Graduação em Engenharia de Produção;Mestrado Acadêmico;69;8
2014;684;PPGLET;Programa de Pós-Graduação em Letras;Doutorado;217;37
2013;1493;PPGEPIDE;Programa de Pós-Graduação em Epidemiologia;Mestrado Acadêmico;38;17
2010;392;PPGEC;Programa de Pós-Graduação em Engenharia Civil;Mestrado Acadêmico;118;23
2018;585;PPGQUI;Programa de Pós-Graduação em Química;Mestrado Acadêmico;74;22
2013;691;PPGARQ;Programa de Pós-Graduação em Arquitetura;Mestrado Acadêmico;53;8
2018;478;PPGHIS;Programa de Pós-Graduação em História;Mestrado Acadêmico;93;24
2010;585;PPGQUI;Programa de Pós-Graduação em Química;Mestrado Profissional;16;2
2021;1132;PPGMAPLI;Programa de Pós-Graduação em Matemática Aplicada;Mestrado Acadêmico;18;4
2011;3151;PGDESIGN;Programa de Pós-Graduação em Design;Mestrado Acadêmico;115;32
2014;600;PPGBIOQ;Programa de Pós-Graduação em Ciências Biológicas: Bioquímica;Mestrado Acadêmico;61;25
2014;395;PPGRH;Programa de Pós-Graduação em Recursos Hídricos e Saneamento Ambiental;Doutorado;80;12
2013;1313;PPGENF;Programa de Pós-Graduação em Enfermagem;Mestrado Acadêmico;86;30
2018;698;PPGCMH;Programa de Pós-Graduação em Ciências do Movimento Humano;Doutorado;122;21
2023;5332;PPGEEI;Programa de Pós-Graduação em Estudos Estratégicos Internacionais;Doutorado;42;9
2019;480;PPGSOC;Programa de Pós-Graduação em Sociologia;Mestrado Acadêmico;72;18
2012;1536;PPGAGRON;Programa de Pós-Graduação em Agronegócios;Mestrado Acadêmico;31;6
2021;1074;PPGBIOAN;Programa de Pós-Graduação em Biologia Animal;Mestrado Acadêmico;45;10
2021;478;PPGHIS;Programa de Pós-Graduação em História;Doutorado;119;20
2014;443;PPGA;Programa de Pós-Graduação em Administração;Mestrado Profissional;38;21
2014;1275;PPGODONT;Programa de Pós-Graduação em Odontologia;Doutorado;98;13
2011;1216;PPGEQ;Programa de Pós-Graduação em Engenharia Química;Mestrado Acadêmico;109;1
2023;9699;PROFAGUA;Programa de Pós-Graduação em Gestão e Regulação de Recursos Hídricos;Mestrado Profissional;27;6
2014;1216;PPGEQ;Programa de Pós-Graduação em Engenharia Química;Doutorado;88;8
2016;9699;PROFAGUA;Programa de Pós-Graduação em Gestão e Regulação de Recursos Hídricos;Mestrado Profissional;16;0
2017;480;PPGSOC;Programa de Pós-Graduação em Sociologia;Mestrado Acadêmico;69;15
2021;6313;PPGCOL;Programa de Pós-Graduação em Saúde Coletiva;Mestrado Acadêmico;89;18
2022;602;PPGECOL;Programa de Pós-Graduação em Ecologia;Mestrado Acadêmico;35;9
2023;478;PPGHIS;Programa de Pós-Graduação em História;Mestrado Acadêmico;118;23
2012;476;PPGCP;Programa de Pós-Graduação em Ciência Política;Mestrado Acadêmico;64;14
2022;1376;PPGMAA;Programa de Pós-Graduação em Microbiologia Agrícola e do Ambiente;Mestrado Acadêmico;30;6
2011;653;PPGEDU;Programa de Pós-Graduação em Educação;Mestrado Acadêmico;266;28
2010;1132;PPGMAPLI;Programa de Pós-Graduação em Matemática Aplicada;Mestrado Acadêmico;24;7
2017;1552;PPGPSISI;Programa de Pós-Graduação em Psicologia Social e Institucional;Mestrado Acadêmico;83;21
2017;401;PPGEP;Programa de Pós-Graduação em Engenharia de Produção;Mestrado Acadêmico;82;17
2013;1287;PPGSR;Programa de Pós-Graduação em Sensoriamento Remoto;Mestrado Acadêmico;34;11
2021;2685;PPGCMED;Programa de Pós-Graduação em Ciências Médicas;Mestrado Acadêmico;103;27
2019;1287;PPGSR;Programa de Pós-Graduação em Sensoriamento Remoto;Doutorado;45;6
2023;7483;PPGGO;Programa de Pós-Graduação em Ciências da Saúde: Ginecologia e Obstetrícia;Doutorado;39;5
2018;10402;PPGANS;Programa de Pós-Graduação em Alimentação, Nutrição e Saúde;Mestrado Acadêmico;21;0
2012;1216;PPGEQ;Programa de Pós-Graduação em Engenharia Química;Doutorado;57;0
2019;7586;PPGFARTP;Programa de Pós-Graduação em Ciências Biológicas: Farmacologia e Terapêutica;Doutorado;23;7
2022;8592;PPGPP;Programa de Pós-Graduação em Políticas Públicas;Doutorado;50;7
2013;478;PPGHIS;Programa de Pós-Graduação em História;Mestrado Acadêmico;85;12
2019;3646;PPGECIES;Programa de Pós-Graduação Educação em Ciências: Química da Vida e Saúde - Associação de IES;Doutorado;188;35
2022;3151;PGDESIGN;Programa de Pós-Graduação em Design;Doutorado;84;17
2017;602;PPGECOL;Programa de Pós-Graduação em Ecologia;Mestrado Acadêmico;55;19
2015;2685;PPGCMED;Programa de Pós-Graduação em Ciências Médicas;Doutorado;136;26
2014;585;PPGQUI;Programa de Pós-Graduação em Química;Mestrado Acadêmico;94;32
2010;401;PPGEP;Programa de Pós-Graduação em Engenharia de Produção;Mestrado Acadêmico;51;15
2017;3151;PGDESIGN;Programa de Pós-Graduação em Design;Doutorado;92;10
2023;401;PPGEP;Programa de Pós-Graduação em Engenharia de Produção;Mestrado Profissional;97;11
2019;602;PPGECOL;Programa de Pós-Graduação em Ecologia;Doutorado;42;6
2017;1313;PPGENF;Programa de Pós-Graduação em Enfermagem;Mestrado Acadêmico;56;17
2022;437;PPGAV;Programa de Pós-Graduação em Artes Visuais;Doutorado;77;11
2016;1375;PPGZOOT;Programa de Pós-Graduação em Zootecnia;Mestrado Acadêmico;46;20
2021;418;PPGPSQ;Programa de Pós-Graduação em Psiquiatria e Ciências do Comportamento;Mestrado Acadêmico;46;17
2016;476;PPGCP;Programa de Pós-Graduação em Ciência Política;Doutorado;111;18
2020;603;PPGFISIO;Programa de Pós-Graduação em Ciências Biológicas: Fisiologia;Doutorado;39;9
2018;1287;PPGSR;Programa de Pós-Graduação em Sensoriamento Remoto;Doutorado;48;9
2013;478;PPGHIS;Programa de Pós-Graduação em História;Doutorado;74;7
2018;1132;PPGMAPLI;Programa de Pós-Graduação em Matemática Aplicada;Mestrado Acadêmico;20;8
2023;476;PPGCP;Programa de Pós-Graduação em Ciência Política;Mestrado Acadêmico;56;12
2017;427;PPGDIR;Programa de Pós-Graduação em Direito;Mestrado Acadêmico;175;57
2021;392;PPGEC;Programa de Pós-Graduação em Engenharia Civil;Mestrado Acadêmico;125;21
2019;445;PGDR;Programa de Pós-Graduação em Desenvolvimento Rural;Doutorado;88;17
2015;444;PPGECO;Programa de Pós-Graduação em Economia;Doutorado;94;14
2021;5379;PPGASFAR;Programa de Pós-Graduação em Assistência Farmacêutica;Doutorado;8;0
2022;692;PROPUR;Programa de Pós-Graduação em Planejamento Urbano e Regional;Doutorado;55;7
2010;602;PPGECOL;Programa de Pós-Graduação em Ecologia;Mestrado Acadêmico;37;9
2011;417;PPGPNEUM;Programa de Pós-Graduação em Ciências Pneumológicas;Mestrado Acadêmico;39;12
2012;3108;PPGAC;Programa de Pós-Graduação em Artes Cênicas;Mestrado Acadêmico;37;11
2012;395;PPGRH;Programa de Pós-Graduação em Recursos Hídricos e Saneamento Ambiental;Doutorado;69;7
2020;1248;PPGCIMAT;Programa de Pós-Graduação em Ciências dos Materiais;Doutorado;46;7
2010;2613;PPGRELIN;Programa de Pós-Graduação em Relações Internacionais;Mestrado Acadêmico;24;7
2019;418;PPGPSQ;Programa de Pós-Graduação em Psiquiatria e Ciências do Comportamento;Doutorado;69;9
2019;1222;PPGENDO;Programa de Pós-Graduação em Ciências Médicas: Endocrinologia;Mestrado Acadêmico;38;11
2018;1521;PPGBCM;Programa de Pós-Graduação em Biologia Celular e Molecular;Mestrado Acadêmico;52;20
2014;394;PPGEM;Programa de Pós-Graduação em Engenharia de Minas, Metalúrgica e de Materiais;Mestrado Acadêmico;493;69
2016;1433;PGGEA;Programa de Pós-Graduação em Geografia;Mestrado Acadêmico;100;26
2016;2612;PPGENFIS;Programa de Pós-Graduação em Ensino de Física;Mestrado Profissional;23;9
2023;394;PPGEM;Programa de Pós-Graduação em Engenharia de Minas, Metalúrgica e de Materiais;Mestrado Acadêmico;444;55
2011;394;PPGEM;Programa de Pós-Graduação em Engenharia de Minas, Metalúrgica e de Materiais;Mestrado Profissional;92;0
2013;692;PROPUR;Programa de Pós-Graduação em Planejamento Urbano e Regional;Doutorado;40;9
2016;412;PPGCARD;Programa de Pós-Graduação em Ciências da Saúde: Cardiologia e Ciências Cardiovasculares;Mestrado Acadêmico;33;10
2017;585;PPGQUI;Programa de Pós-Graduação em Química;Mestrado Acadêmico;66;22
2023;12589;PPECO;Programa de Pós-Graduação Profissional em Economia;Mestrado Profissional;128;22
2016;445;PGDR;Programa de Pós-Graduação em Desenvolvimento Rural;Mestrado Acadêmico;66;17
2021;11609;PGDREDES;Programa de Pós-Graduação em Dinâmicas Regionais e Desenvolvimento;Mestrado Acadêmico;32;0
2022;392;PPGEC;Programa de Pós-Graduação em Engenharia Civil;Mestrado Acadêmico;111;30
2021;1216;PPGEQ;Programa de Pós-Graduação em Engenharia Química;Doutorado;99;10
2015;1374;PPGFITO;Programa de Pós-Graduação em Fitotecnia;Doutorado;51;9
2021;394;PPGEM;Programa de Pós-Graduação em Engenharia de Minas, Metalúrgica e de Materiais;Doutorado;348;37
2022;12125;PPGPROFSAUDE;Mestrado Profissional em Saúde da Família;Mestrado Profissional;11;5
2014;414;PPGGAST;Programa de Pós-Graduação Ciências em Gastroenterologia e Hepatologia;Doutorado;17;4
2022;444;PPGECO;Programa de Pós-Graduação em Economia;Mestrado Profissional;13;6
2011;443;PPGA;Programa de Pós-Graduação em Administração;Mestrado Profissional;34;10
2021;2716;PGMICRO;Programa de Pós-Graduação em Microeletrônica;Mestrado Acadêmico;39;6
2011;637;PPGFIS;Programa de Pós-Graduação em Física;Mestrado Acadêmico;45;16
2017;418;PPGPSQ;Programa de Pós-Graduação em Psiquiatria e Ciências do Comportamento;Doutorado;84;17
2017;691;PPGARQ;Programa de Pós-Graduação em Arquitetura;Mestrado Acadêmico;76;11
2023;5332;PPGEEI;Programa de Pós-Graduação em Estudos Estratégicos Internacionais;Mestrado Acadêmico;39;8
2017;1132;PPGMAPLI;Programa de Pós-Graduação em Matemática Aplicada;Mestrado Acadêmico;18;3
2021;435;PPGMUS;Programa de Pós-Graduação em Música;Mestrado Acadêmico;49;10
2016;10081;PPGMNPEF;Mestrado Nacional Profissional em Ensino de Física;Mestrado Profissional;7;0
2021;5379;PPGASFAR;Programa de Pós-Graduação em Assistência Farmacêutica;Mestrado Acadêmico;21;10
2014;2685;PPGCMED;Programa de Pós-Graduação em Ciências Médicas;Mestrado Acadêmico;105;42
2012;698;PPGCMH;Programa de Pós-Graduação em Ciências do Movimento Humano;Mestrado Acadêmico;107;30
2013;5730;PPGNANO;Programa de Pós-Graduação em Nanotecnologia Farmacêutica;Doutorado;6;0
2021;684;PPGLET;Programa de Pós-Graduação em Letras;Mestrado Acadêmico;280;46
2019;691;PPGARQ;Programa de Pós-Graduação em Arquitetura;Mestrado Acadêmico;74;15
2020;698;PPGCMH;Programa de Pós-Graduação em Ciências do Movimento Humano;Mestrado Acadêmico;138;31
2021;444;PPGECO;Programa de Pós-Graduação em Economia;Doutorado;88;11
2014;480;PPGSOC;Programa de Pós-Graduação em Sociologia;Doutorado;78;6
2019;11609;PGDREDES;Programa de Pós-Graduação em Dinâmicas Regionais e Desenvolvimento;Mestrado Acadêmico;18;0
2022;3646;PPGECIES;Programa de Pós-Graduação Educação em Ciências: Química da Vida e Saúde - Associação de IES;Mestrado Acadêmico;92;22
2020;2685;PPGCMED;Programa de Pós-Graduação em Ciências Médicas;Doutorado;89;10
2014;1074;PPGBIOAN;Programa de Pós-Graduação em Biologia Animal;Doutorado;51;6
2018;9699;PROFAGUA;Programa de Pós-Graduação em Gestão e Regulação de Recursos Hídricos;Mestrado Profissional;35;4
2017;2789;PPGEMAT;Programa de Pós-Graduação em Ensino de Matemática;Mestrado Acadêmico;21;0
2010;395;PPGRH;Programa de Pós-Graduação em Recursos Hídricos e Saneamento Ambiental;Doutorado;73;10
2018;602;PPGECOL;Programa de Pós-Graduação em Ecologia;Mestrado Acadêmico;51;17
2014;691;PPGARQ;Programa de Pós-Graduação em Arquitetura;Doutorado;40;3
